name,type,side,eco_code,moves
French Defense - Classical Variation - Tartakower Variation,Opening,Black,C10,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Be7 5.e5 Nfd7 6.Bxe7 Qxe7 7.f4 c5 8.Nf3 Nc6 9.Qd2 O-O 10.O-O-O
French Defense - Exchange Variation,Opening,White,C01,1.e4 e6 2.d4 d5 3.exd5 exd5
French Defense - Exchange Variation - Monte Carlo Variation,Opening,White,C01,1.e4 e6 2.d4 d5 3.exd5 exd5 4.Bd3 Nf6 5.Nf3 Bd6 6.O-O O-O 7.c3 c5 8.dxc5 Bxc5
French Defense - Exchange Variation - Svenonius Variation,Opening,White,C01,1.e4 e6 2.d4 d5 3.exd5 exd5 4.Bd3 Nf6 5.Nf3 Bd6 6.O-O O-O 7.c4
French Defense - General,Opening,Black,C00,1.e4 e6
French Defense - Horwitz Attack,Opening,White,C00,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 dxe4 5.Nxe4 Be7 6.Bxf6 Bxf6 7.Nf3
French Defense - Horwitz Attack - Papa-Ticulat Gambit,Opening,White,C00,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 dxe4 5.Nxe4 Be7 6.Bxf6 Bxf6 7.Nf3 Nd7 8.Bd3 e5 9.O-O exd4 10.Re1+ Kf8
French Defense - King's Indian Attack,Opening,White,C00,1.Nf3 d5 2.g3
French Defense - Knight Variation,Opening,White,C00,1.e4 e6 2.Nf3 d5 3.Nc3 Nf6
French Defense - La Bourdonnais Variation,Opening,Black,C02,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Be7 5.e5 Nfd7 6.Bxe7 Qxe7
French Defense - MacCutcheon Variation,Opening,Black,C12,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Bb4
French Defense - MacCutcheon Variation - Bernstein Variation,Opening,Black,C12,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Bb4 5.e5 h6 6.Bh4 g5 7.exf6 gxh4
French Defense - MacCutcheon Variation - Chigorin Variation,Opening,Black,C12,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Bb4 5.e5 h6 6.Bh4 g5 7.exf6 gxh4 8.Qf3 c5
French Defense - MacCutcheon Variation - Dr. Olland (Dutch) Variation,Opening,Black,C12,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Bb4 5.e5 h6 6.Bh4 g5 7.exf6 gxh4 8.Qf3 c5 9.a3 Bxc3+
French Defense - MacCutcheon Variation - Exchange Variation,Opening,Black,C12,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Bb4 5.e5 h6 6.Bh4 g5 7.exf6 gxh4 8.Qf3
French Defense - MacCutcheon Variation - Janowski Variation,Opening,Black,C12,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Bb4 5.e5 h6 6.Bh4 g5 7.exf6 gxh4 8.Qf3 Ne4
French Defense - MacCutcheon Variation - Lasker Variation,Opening,Black,C12,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Bb4 5.e5 h6 6.Bh4 g5 7.exf6 gxh4 8.Qf3 Ne4 9.Bxd8 Kxd8
French Defense - MacCutcheon Variation - Wolf Gambit,Opening,Black,C12,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Bb4 5.e5 h6 6.Bh4 g5 7.exf6 gxh4 8.Qf3 Ne4 9.Bxd8 Kxd8 10.Qc2 c5
French Defense - Mediterranean Defense,Opening,Black,C00,1.e4 e6 2.d4 d5 3.Nd2 Nf6
French Defense - Normal Variation,Opening,Black,C00,1.e4 e6 2.d4 d5 3.Nc3 Nf6
French Defense - Pelikan Variation,Opening,Black,C00,1.e4 e6 2.d4 d5 3.Nf3 Nf6 4.e5 Nfd7 5.d4 c5
French Defense - Queen's Knight,Opening,Black,C00,1.e4 e6 2.d4 d5 3.Nc3 Nf6
French Defense - Reti-Spielmann Attack,Opening,White,C00,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Be7 5.e5 Nfd7 6.Bxe7 Qxe7 7.f4 c5 8.Nf3
French Defense - Reversed Philidor Formation,Opening,Black,C00,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.e5 Nfd7 5.d4 c5
French Defense - Rubinstein Variation,Opening,Black,C10,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Be7 5.e5 Nfd7 6.Bxe7 Qxe7
French Defense - Rubinstein Variation - Blackburne Defense,Opening,Black,C10,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Be7 5.e5 Nfd7 6.Bxe7 Qxe7 7.Qd2
French Defense - Rubinstein Variation - Fort Knox Variation,Opening,Black,C10,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Be7 5.e5 Nfd7 6.Bxe7 Qxe7 7.Qd2 c5 8.Nf3 Nc6
French Defense - Rubinstein Variation - Maric Variation,Opening,Black,C10,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Be7 5.e5 Nfd7 6.Bxe7 Qxe7 7.Qd2 c5 8.Nf3 Nc6 9.O-O-O
French Defense - Schlechter Variation,Opening,Black,C10,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Be7 5.e5 Nfd7 6.Bxe7 Qxe7 7.f4 c5 8.Nf3 Nc6 9.Qd2 O-O 10.O-O-O
French Defense - Steinitz Attack,Opening,Black,C10,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Be7 5.e5 Nfd7 6.Bxe7 Qxe7 7.f4 c5 8.Nf3 Nc6 9.Qd2 O-O 10.O-O-O f6
French Defense - Steinitz Variation,Opening,Black,C10,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Be7 5.e5 Nfd7 6.Bxe7 Qxe7
French Defense - Steinitz Variation - Boleslavsky Variation,Opening,Black,C10,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Be7 5.e5 Nfd7 6.Bxe7 Qxe7 7.f4 c5 8.Nf3 Nc6 9.Qd2 O-O 10.O-O-O f6 11.exf6 Nxf6
French Defense - Tarrasch Variation,Opening,Black,C07,1.e4 e6 2.d4 d5 3.Nd2 c5
French Defense - Tarrasch Variation - Botvinnik Variation,Opening,Black,C07,1.e4 e6 2.d4 d5 3.Nd2 c5 4.c3 Nc6 5.Ngf3 Nf6 6.Bd3 Be7 7.O-O O-O
French Defense - Tarrasch Variation - Chistyakov Defense,Opening,Black,C07,1.e4 e6 2.d4 d5 3.Nd2 c5 4.c3 Nc6 5.Ngf3 Nf6 6.Bd3 Be7 7.O-O O-O
French Defense - Tarrasch Variation - Chistyakov Defense - Modern Line,Opening,Black,C07,1.e4 e6 2.d4 d5 3.Nd2 c5 4.c3 Nc6 5.Ngf3 Nf6 6.Bd3 Be7 7.O-O O-O 8.Re1
French Defense - Tarrasch Variation - Closed Variation,Opening,Black,C07,1.e4 e6 2.d4 d5 3.Nd2 c5 4.c3 Nc6 5.Ngf3 Nf6 6.Bd3 Be7 7.O-O O-O 8.Re1 cxd4 9.cxd4
French Defense - Tarrasch Variation - Closed Variation,Opening,Black,C07,1.e4 e6 2.d4 d5 3.Nd2 c5 4.c3 Nc6 5.Ngf3 Nf6 6.Bd3 Be7 7.O-O O-O 8.Re1 cxd4 9.cxd4 Nxd4
French Defense - Tarrasch Variation - Closed Variation - Main Line,Opening,Black,C07,1.e4 e6 2.d4 d5 3.Nd2 c5 4.c3 Nc6 5.Ngf3 Nf6 6.Bd3 Be7 7.O-O O-O 8.Re1 cxd4 9.cxd4 Nxd4 10.Nxd4 Qxd4
French Defense - Tarrasch Variation - Guimard Defense,Opening,Black,C07,1.e4 e6 2.d4 d5 3.Nd2 c5 4.c3 Nc6 5.Ngf3 Nf6 6.Bd3 Be7 7.O-O O-O 8.Re1 cxd4 9.cxd4 Nxd4 10.Nxd4 Qxd4 11.Qc2 Bd7
French Defense - Tarrasch Variation - Guimard Defense - Main Line,Opening,Black,C07,1.e4 e6 2.d4 d5 3.Nd2 c5 4.c3 Nc6 5.Ngf3 Nf6 6.Bd3 Be7 7.O-O O-O 8.Re1 cxd4 9.cxd4 Nxd4 10.Nxd4 Qxd4 11.Qc2 Bd7 12.Nb3
French Defense - Tarrasch Variation - Haberditz Variation,Opening,Black,C07,1.e4 e6 2.d4 d5 3.Nd2 c5 4.c3 Nc6 5.Ngf3 Nf6 6.Bd3 Be7 7.O-O O-O 8.Re1 cxd4 9.cxd4 Nxd4 10.Nxd4 Qxd4 11.Qc2 Bd7 12.Nb3 Qb6
French Defense - Tarrasch Variation - Leningrad Variation,Opening,Black,C07,1.e4 e6 2.d4 d5 3.Nd2 c5 4.c3 Nc6 5.Ngf3 Nf6 6.Bd3 Be7 7.O-O O-O 8.Re1 cxd4 9.cxd4 Nxd4 10.Nxd4 Qxd4 11.Qc2 Bd7 12.Nb3 Qb6 13.Nbd2
French Defense - Tarrasch Variation - Modern System,Opening,Black,C07,1.e4 e6 2.d4 d5 3.Nd2 c5 4.c3 Nc6 5.Ngf3 Nf6 6.Bd3 Be7 7.O-O O-O 8.Re1 cxd4 9.cxd4 Nxd4 10.Nxd4 Qxd4 11.Qc2 Bd7 12.Nb3 Qb6 13.Nbd2 Bd7
French Defense - Tarrasch Variation - Morozevich Variation,Opening,Black,C07,1.e4 e6 2.d4 d5 3.Nd2 c5 4.c3 Nc6 5.Ngf3 Nf6 6.Bd3 Be7 7.O-O O-O 8.Re1 cxd4 9.cxd4 Nxd4 10.Nxd4 Qxd4 11.Qc2 Bd7 12.Nb3 Qb6 13.Nbd2 Bd7 14.Nf3
French Defense - Tarrasch Variation - Open System,Opening,Black,C07,1.e4 e6 2.d4 d5 3.Nd2 c5 4.c3 Nc6 5.Ngf3 Nf6 6.Bd3 Be7 7.O-O O-O 8.Re1 cxd4 9.cxd4 Nxd4 10.Nxd4 Qxd4 11.Qc2 Bd7 12.Nb3 Qb6 13.Nbd2 Bd7 14.Nf3 Nxf3+ 15.Qxf3
French Defense - Tarrasch Variation - Open System - Advance Line,Opening,Black,C07,1.e4 e6 2.d4 d5 3.Nd2 c5 4.c3 Nc6 5.Ngf3 Nf6 6.Bd3 Be7 7.O-O O-O 8.Re1 cxd4 9.cxd4 Nxd4 10.Nxd4 Qxd4 11.Qc2 Bd7 12.Nb3 Qb6 13.Nbd2 Bd7 14.Nf3 Nxf3+ 15.Qxf3 cxd4 16.cxd4
French Defense - Tarrasch Variation - Open System - Euwe-Keres Line,Opening,Black,C07,1.e4 e6 2.d4 d5 3.Nd2 c5 4.c3 Nc6 5.Ngf3 Nf6 6.Bd3 Be7 7.O-O O-O 8.Re1 cxd4 9.cxd4 Nxd4 10.Nxd4 Qxd4 11.Qc2 Bd7 12.Nb3 Qb6 13.Nbd2 Bd7 14.Nf3 Nxf3+ 15.Qxf3 cxd4 16.cxd4 exd4 17.e5
French Defense - Tarrasch Variation - Open System - Main Line,Opening,Black,C07,1.e4 e6 2.d4 d5 3.Nd2 c5 4.c3 Nc6 5.Ngf3 Nf6 6.Bd3 Be7 7.O-O O-O 8.Re1 cxd4 9.cxd4 Nxd4 10.Nxd4 Qxd4 11.Qc2 Bd7 12.Nb3 Qb6 13.Nbd2 Bd7 14.Nf3 Nxf3+ 15.Qxf3 cxd4 16.cxd4 exd4 17.e5 Nd5
French Defense - Tarrasch Variation - Open System - Suechting Line,Opening,Black,C07,1.e4 e6 2.d4 d5 3.Nd2 c5 4.c3 Nc6 5.Ngf3 Nf6 6.Bd3 Be7 7.O-O O-O 8.Re1 cxd4 9.cxd4 Nxd4 10.Nxd4 Qxd4 11.Qc2 Bd7 12.Nb3 Qb6 13.Nbd2 Bd7 14.Nf3 Nxf3+ 15.Qxf3 cxd4 16.cxd4 exd4 17.e5 Nd5 18.Nc4
French Defense - Tarrasch Variation - Open System - Pawn Center Variation,Opening,Black,C07,1.e4 e6 2.d4 d5 3.Nd2 c5 4.c3 Nc6 5.Ngf3 Nf6 6.Bd3 Be7 7.O-O O-O 8.Re1 cxd4 9.cxd4 Nxd4 
French Defense - Two Knights Variation,Opening,Black,C00,1.e4 e6 2.Nf3 d5 3.Nc3 Nf6
French Defense - Winawer Variation,Opening,Black,C15,1.e4 e6 2.d4 d5 3.Nc3 Bb4
French Defense - Winawer Variation - Advance Variation,Opening,Black,C18,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5
French Defense - Winawer Variation - Advance Variation,Opening,Black,C18,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5
French Defense - Winawer Variation - Advance Variation,Opening,Black,C18,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3
French Defense - Winawer Variation - Advance Variation,Opening,Black,C18,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3
French Defense - Winawer Variation - Advance Variation,Opening,Black,C18,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Ne7
French Defense - Winawer Variation - Advance Variation - General,Opening,Black,C18,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Ne7 7.Qg4
French Defense - Winawer Variation - Advance Variation - Moscow Variation,Opening,Black,C18,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Ne7 7.Qg4 O-O 8.Bd3
French Defense - Winawer Variation - Alekhine Gambit - Accepted,Opening,Black,C15,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Qa5 7.Bd2 Qxc3
French Defense - Winawer Variation - Alekhine Gambit - Kan Variation,Opening,Black,C15,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Qa5 7.Bd2 Qc7
French Defense - Winawer Variation - Alekhine-Maroczy Gambit,Opening,Black,C15,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Ne7 7.Qg4 Qc7 8.Bd3
French Defense - Winawer Variation - Bogoljubow Variation,Opening,Black,C17,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Ne7 7.Qg4 O-O
French Defense - Winawer Variation - Bogoljubow Variation - Icelandic Defense,Opening,Black,C17,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Ne7 7.Qg4 O-O 8.Bd3 cxd4
French Defense - Winawer Variation - Classical Variation,Opening,Black,C15,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Ne7 7.Qg4 O-O 8.Bd3 Nbc6
French Defense - Winawer Variation - Delayed Exchange Variation,Opening,Black,C15,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Ne7 7.Qg4 O-O 8.Bd3 Ng6
French Defense - Winawer Variation - Exchange Variation - Canal Attack,Opening,Black,C15,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Ne7 7.Qg4 O-O 8.Bd3 cxd4
French Defense - Winawer Variation - Fingerslip Variation,Opening,Black,C15,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Ne7 7.Qg4 O-O 8.Bd3 cxd4 9.Bxh7+
French Defense - Winawer Variation - Fingerslip Variation - Kunin Double Gambit,Opening,Black,C15,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Ne7 7.Qg4 O-O 8.Bd3 cxd4 9.Bxh7+ Kxh7 10.Ng5+
French Defense - Winawer Variation - Fingerslip Variation - Main Line,Opening,Black,C15,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Ne7 7.Qg4 O-O 8.Bd3 cxd4 9.Bxh7+ Kxh7 10.Ng5+ Kg8 11.Qh5
French Defense - Winawer Variation - Maroczy-Wallis Variation,Opening,Black,C15,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Ne7 7.Qg4 O-O 8.Bd3 Nbc6
French Defense - Winawer Variation - Petrosian Variation,Opening,Black,C15,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Ne7 7.Qg4 O-O 8.Bd3 Ng6
French Defense - Winawer Variation - Poisoned Pawn Variation - General,Opening,Black,C15,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Ne7 7.Qg4 O-O 8.Bd3 cxd4 9.Bxh7+ Kxh7 10.Ng5+ Kg8
French Defense - Winawer Variation - Poisoned Pawn Variation - Main Line,Opening,Black,C15,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Ne7 7.Qg4 O-O 8.Bd3 cxd4 9.Bxh7+ Kxh7 10.Ng5+ Kg8 11.Qh5
French Defense - Winawer Variation - Poisoned Pawn Variation - Paoli Variation,Opening,Black,C15,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Ne7 7.Qg4 O-O 8.Bd3 cxd4 9.Bxh7+ Kxh7 10.Ng5+ Kg8 11.Qh5 h6
French Defense - Winawer Variation - Positional Variation,Opening,Black,C15,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Ne7 7.Qg4 O-O 8.Bd3 cxd4 9.Bxh7+ Kxh7 10.Ng5+ Kg8 11.Qh5 Nf5
French Defense - Winawer Variation - Retreat Variation - Armenian Line,Opening,Black,C15,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Ne7 7.Qg4 O-O 8.Bd3 cxd4 9.Bxh7+ Kxh7 10.Ng5+ Kg8 11.Qh5 h6 12.Nf3
French Defense - Winawer Variation - Retreat Variation - General,Opening,Black,C15,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Ne7 7.Qg4 O-O 8.Bd3 cxd4 9.Bxh7+ Kxh7 10.Ng5+ Kg8 11.Qh5 h6 12.Nf3 Nd7
French Defense - Winawer Variation - Winckelmann-Riemer Gambit,Opening,Black,C15,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Ne7 7.Qg4 O-O 8.Bd3 cxd4 9.Bxh7+ Kxh7 10.Ng5+ Kg8 11.Qh5 h6 12.Nf3 Nd7 13.h4
French Defense - Wing Gambit,Opening,White,C00,1.e4 e6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 c5 5.b4
Fried Liver Attack,Opening,White,C55,1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.Ng5 d5 5.exd5 Nxd5 6.Nxf7 Kxf7
Giuoco Piano - General,Opening,White,C50,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5
Giuoco Piano - Two Knights Defense,Opening,White,C50,1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6
Grob Opening - General,Opening,White,A00,1.g4
Grob Opening - Grob Gambit - Declined,Opening,White,A00,1.g4 d5
Grob Opening - Grob Gambit - Fritz Gambit,Opening,White,A00,1.g4 d5 2.Bg2 c6 3.c4 dxc4
Grob Opening - Keene Defense,Opening,White,A00,1.g4 d5 2.f3
Gruenfeld Defense - Botvinnik Variation,Opening,Black,D70,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.e4 dxe4 5.Nxe4 Bg7 6.Nf3 O-O 7.Ng3 c5 8.d5 b5
Gruenfeld Defense - Brinckmann Attack,Opening,Black,D70,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.e4 dxe4 5.f3 exf3 6.Nxf3 Bg7 7.Bc4 O-O 8.O-O c5 9.d5
Gruenfeld Defense - Brinckmann Attack - Grnfeld Gambit,Opening,Black,D70,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.e4 dxe4 5.f3 exf3 6.Nxf3 Bg7 7.Bc4 O-O 8.O-O c5 9.d5 b5
Gruenfeld Defense - Brinckmann Attack - Grnfeld Gambit - Accepted,Opening,Black,D70,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.e4 dxe4 5.f3 exf3 6.Nxf3 Bg7 7.Bc4 O-O 8.O-O c5 9.d5 b5 10.Bxb5
Gruenfeld Defense - Brinckmann Attack - Grnfeld Gambit - Botvinnik Variation,Opening,Black,D70,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.e4 dxe4 5.f3 exf3 6.Nxf3 Bg7 7.Bc4 O-O 8.O-O c5 9.d5 b5 10.Bxb5 a6 11.Ba4
Gruenfeld Defense - Brinckmann Attack - Grnfeld Gambit - Capablanca Variation,Opening,Black,D70,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.e4 dxe4 5.f3 exf3 6.Nxf3 Bg7 7.Bc4 O-O 8.O-O c5 9.d5 b5 10.Bxb5 a6 11.Ba4 Qc7
Gruenfeld Defense - Brinckmann Attack - Reshevsky Gambit,Opening,Black,D70,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.e4 dxe4 5.f3 exf3 6.Nxf3 Bg7 7.Bc4 O-O 8.O-O c5 9.d5 b5 10.Bxb5 Qb6
Gruenfeld Defense - Exchange Variation,Opening,Black,D85,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Nf3 c5 8.Rb1 O-O 9.Be2
Gruenfeld Defense - Exchange Variation - Classical Variation,Opening,Black,D85,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Nf3 c5 8.Be2 O-O
Gruenfeld Defense - Exchange Variation - Modern Exchange Variation,Opening,Black,D85,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Nf3 c5 8.Be2 O-O 9.O-O Nc6
Gruenfeld Defense - Exchange Variation - Modern Exchange Variation - Kramnik's line,Opening,Black,D85,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Nf3 c5 8.Be2 O-O 9.O-O Nc6 10.d5 Na5
Gruenfeld Defense - Exchange Variation - Modern Exchange Variation - Pawn Grab line,Opening,Black,D85,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Nf3 c5 8.Be2 O-O 9.O-O Nc6 10.d5 Na5 11.Bd2
Gruenfeld Defense - Exchange Variation - Nadanian Attack,Opening,Black,D85,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Nf3 c5 8.Be2 O-O 9.O-O Nc6 10.d5 Na5 11.Bd2 e6
Gruenfeld Defense - Exchange Variation - Seville Variation,Opening,Black,D85,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Nf3 c5 8.Be2 O-O 9.O-O Nc6 10.d5 Na5 11.Bd2 e6 12.c4 exd5
Gruenfeld Defense - Exchange Variation - Simagin's Improved Variation,Opening,Black,D85,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Nf3 c5 8.Be2 O-O 9.O-O Nc6 10.d5 Na5 11.Bd2 e6 12.c4 exd5 13.e5
Gruenfeld Defense - Exchange Variation - Sokolsky Variation,Opening,Black,D85,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Nf3 c5 8.Be2 O-O 9.O-O Nc6 10.d5 Na5 11.Bd2 e6 12.c4 exd5 13.e5 d4
Gruenfeld Defense - Exchange Variation - Spassky Variation,Opening,Black,D85,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Nf3 c5 8.Be2 O-O 9.O-O Nc6 10.d5 Na5 11.Bd2 e6 12.c4 exd5 13.e5 d4 14.cxd4 cxd4
Gruenfeld Defense - Exchange Variation - Spassky Variation,Opening,Black,D85,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Nf3 c5 8.Be2 O-O 9.O-O Nc6 10.d5 Na5 11.Bd2 e6 12.c4 exd5 13.e5 d4 14.cxd4 cxd4 15.cxd4
Gruenfeld Defense - Exchange Variation - Spassky Variation,Opening,Black,D85,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Nf3 c5 8.Be2 O-O 9.O-O Nc6 10.d5 Na5 11.Bd2 e6 12.c4 exd5 13.e5 d4 14.cxd4 cxd4 15.cxd4 Nb3
Gruenfeld Defense - Flohr Defense,Opening,Black,D85,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 O-O 6.cxd5 Nxd5
Gruenfeld Defense - Flohr Variation,Opening,Black,D85,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 O-O 6.cxd5 Nxd5 7.e4 Nb6
Gruenfeld Defense - General,Opening,Black,D70,1.d4 Nf6 2.c4 g6 3.Nc3 d5
Gruenfeld Defense - Lutikov Variation,Opening,Black,D70,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 O-O 6.cxd5 Nxd5 7.e4 Nb6 8.Be3 Nc6
Gruenfeld Defense - Makogonov Variation,Opening,Black,D70,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Qb3 c6
Gruenfeld Defense - Opocensky Variation,Opening,Black,D70,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Qb3 c6 5.cxd5 cxd5
Gruenfeld Defense - Russian Variation,Opening,Black,D70,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 O-O 6.cxd5 Nxd5
Gruenfeld Defense - Russian Variation - Accelerated Variation,Opening,Black,D70,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 O-O 6.cxd5 Nxd5 7.e4 Nb6
Gruenfeld Defense - Russian Variation - Byrne (Simagin) Variation,Opening,Black,D70,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 O-O 6.cxd5 Nxd5 7.e4 Nb6 8.Be3 Nc6
Gruenfeld Defense - Russian Variation - Hungarian Variation,Opening,Black,D70,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 O-O 6.cxd5 Nxd5 7.e4 Nb6 8.Be3 Nc6 9.Rc1
Gruenfeld Defense - Russian Variation - Prins Variation,Opening,Black,D70,1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 O-O 6.cxd5 Nxd5 7.e4 Nb6 8.Be2 Nc6 9.Be3
